URL,Size in Bytes,# of outlinks found,Content-Type
https://www.nytimes.com/news-event/coronavirus?name=styln-coronavirus-national&region=TOP_BANNER&block=storyline_menu_recirc&action=click&pgtype=Article&impression_id=f94a1c60-0066-11eb-9c47-8f492af865fe&variant=undefined,830547 Byte,155,text/html
https://www.nytimes.com/2020/04/28/nyregion/hasidic-funeral-coronavirus-de-blasio.html,346551 Byte,54,text/html
https://www.nytimes.com/2020/09/13/nyregion/new-brunswick-rutgers-shooting.html,275614 Byte,42,text/html
https://www.nytimes.com/2018/11/23/us/politics/jerome-corsi-plea.html,235793 Byte,47,text/html
https://www.nytimes.com/news-event/coronavirus?name=styln-coronavirus-national&region=TOP_BANNER&block=storyline_menu_recirc&action=click&pgtype=Article&impression_id=a53d1f90-0067-11eb-8349-c348f181b5aa&variant=undefined,830547 Byte,155,text/html
https://www.nytimes.com/2020/03/17/world/asia/coronavirus-southeast-asia.html,430849 Byte,49,text/html
https://www.nytimes.com/2020/07/14/books/review/king-of-confidence-miles-harvey-james-jesse-strang.html,230540 Byte,43,text/html
https://www.nytimes.com/2020/07/16/podcasts/reparations-for-aunt-jemima.html,767552 Byte,74,text/html
https://www.nytimes.com/2020/09/02/nyregion/nyc-shootings-murders.html,282817 Byte,51,text/html
https://www.nytimes.com/news-event/coronavirus?name=styln-coronavirus-national&region=TOP_BANNER&block=storyline_menu_recirc&action=click&pgtype=Article&impression_id=7bca30b0-0064-11eb-8337-75f30b0c2514&variant=undefined,830547 Byte,155,text/html
https://www.nytimes.com/2018/08/21/us/politics/paul-manafort-trial-verdict.html,771381 Byte,45,text/html
https://www.nytimes.com/2020/09/01/nyregion/trump-taxes-vance-lawsuit.html,278189 Byte,47,text/html
https://www.nytimes.com/2020/02/06/health/coronavirus-misinformation-social-media.html,379497 Byte,52,text/html
https://www.nytimes.com/2016/10/30/arts/patton-oswalt-ill-never-be-at-100-percent-again.html,302011 Byte,45,text/html
https://www.nytimes.com/1975/10/08/archives/marguerite-durass-india-song-a-fourhankie-story.html,157054 Byte,36,text/html
https://www.nytimes.com/2020/04/10/obituaries/rabbi-yaakov-perlow-dead.html,260965 Byte,56,text/html
https://www.nytimes.com/2020/04/30/podcasts/rabbit-hole-internet-youtube-virus.html,842694 Byte,63,text/html
https://www.nytimes.com/2020/08/05/nyregion/trump-taxes-vance-deutsche-bank.html,280995 Byte,50,text/html
https://www.nytimes.com/2018/09/07/us/politics/george-papadopoulos-sentencing-special-counsel-investigation.html,304976 Byte,52,text/html
https://www.nytimes.com/2020/06/09/arts/television/the-flash-hartley-sawyer-grant-gustin.html,200598 Byte,41,text/html
https://www.nytimes.com/by/j-hoberman,258789 Byte,51,text/html
https://www.nytimes.com/2020/08/21/books/elena-ferrante-lying-life-of-adults-ann-goldstein-translator.html,356656 Byte,52,text/html
https://www.nytimes.com/interactive/2020/08/20/us/marrero-decision.html,251394 Byte,135,text/html
https://www.nytimes.com/2018/04/03/us/alex-van-der-zwaan-sentencing-russia-investigation-mueller.html,240992 Byte,41,text/html
https://www.nytimes.com/2020/04/17/world/coronavirus-news-updates.html,1048576 Byte,115,text/html
https://www.nytimes.com/1960/05/17/archives/screen-hiroshima-mon-amourfrenchjapanese-film-opens-at-fine-arts.html,159276 Byte,36,text/html
https://www.nytimes.com/2020/05/18/arts/television/stargirl-cw.html,313828 Byte,47,text/html
https://www.nytimes.com/2020/02/25/world/asia/daegu-south-korea-coronavirus.html,403701 Byte,57,text/html
https://www.nytimes.com/2016/06/05/books/review/the-girls-by-emma-cline.html,247871 Byte,42,text/html
https://www.nytimes.com/2020/05/07/podcasts/rabbit-hole-youtube-susan-wojcicki-virus.html,897294 Byte,58,text/html
https://www.nytimes.com/2018/11/14/arts/television/my-brilliant-friend-review-hbo.html,261685 Byte,41,text/html
https://www.nytimes.com/2019/07/02/us/politics/trump-tanks.html,197834 Byte,40,text/html
https://www.nytimes.com/live/2020/08/11/business/stock-market-today-coronavirus/warnermedias-restructuring-plans-hit-dc-entertainment,670946 Byte,91,text/html
https://www.nytimes.com/2020/03/23/technology/coronavirus-surveillance-tracking-privacy.html,410730 Byte,66,text/html
https://www.nytimes.com/2020/09/18/podcasts/the-daily/nyc-schools-reopening-coronavirus.html,872611 Byte,75,text/html
https://www.nytimes.com/by/choe-sang-hun,277058 Byte,53,text/html
https://www.nytimes.com/watching/lists/orphans-making-it-in-the-world,162708 Byte,44,text/html
https://www.nytimes.com/2020/09/02/arts/new-comic-books-for-fall.html,365228 Byte,56,text/html
https://www.nytimes.com/live/2020/protests-george-floyd-police-06-02/thousands-of-protesters-are-cheered-on-manhattans-west-side,1048576 Byte,78,text/html
https://www.nytimes.com/2020/07/07/podcasts/the-daily/trump-mount-rushmore-speech.html,714587 Byte,87,text/html
https://www.nytimes.com/live/2020/09/23/us/trump-vs-biden/a-judge-rules-that-eric-trump-cannot-delay-deposition-in-a-ny-fraud-case-until-after-election-day,1048576 Byte,98,text/html
https://www.nytimes.com/2020/08/16/world/asia/coronavirus-south-korea-church-sarang-jeil.html,318041 Byte,54,text/html
https://www.nytimes.com/2020/08/11/arts/ny-comic-con-2020.html,223576 Byte,45,text/html
https://www.nytimes.com/2020/06/05/us/politics/muriel-bowser-trump.html,358684 Byte,57,text/html
https://www.nytimes.com/watching/lists/best-horror-tv-shows,179762 Byte,50,text/html
https://www.nytimes.com/2020/09/14/podcasts/the-daily/trump-immigration-nation.html,886994 Byte,86,text/html
https://www.nytimes.com/2020/06/18/arts/walking-dead-robert-kirkman.html,200214 Byte,41,text/html
https://www.nytimes.com/2020/07/19/books/review/twilight-of-democracy-anne-applebaum.html,260536 Byte,49,text/html
https://www.nytimes.com/live/2020/protests-george-floyd-police-06-02/soho-becomes-quiet-after-curfew,1048576 Byte,78,text/html
https://www.nytimes.com/2020/07/03/us/politics/kimberly-guilfoyle-trump-campaign-coronavirus.html,248079 Byte,53,text/html
https://www.nytimes.com/watching/lists/female-friendship-movies-tv-shows,219853 Byte,58,text/html
https://www.nytimes.com/2020/09/18/nyregion/Rosh-Hashana-remote-services.html,318150 Byte,50,text/html
https://www.nytimes.com/live/2020/09/21/us/trump-vs-biden/the-manhattan-da-suggests-he-has-grounds-to-investigate-trump-for-tax-fraud,1048576 Byte,144,text/html
https://www.nytimes.com/2020/07/01/business/fourth-of-july-fireworks-displays.html,368937 Byte,54,text/html
https://www.nytimes.com/by/rukmini-callimachi,507103 Byte,52,text/html
https://www.nytimes.com/2020/08/06/podcasts/episode-three-this-is-our-school-how-dare-you.html,956109 Byte,56,text/html
https://www.nytimes.com/2020/07/27/books/hilary-mantel-booker-prize-longlist.html,347711 Byte,69,text/html
https://www.nytimes.com/live/2020/george-floyd-protests-photos-videos-06-04/protesters-in-manhattan-chant-ban-the-nypd,879342 Byte,66,text/html
https://www.nytimes.com/2020/07/16/world/europe/vatican-new-sex-abuse-rules.html,280548 Byte,42,text/html
https://www.nytimes.com/2020/07/01/us/mount-rushmore.html,352639 Byte,64,text/html
https://www.nytimes.com/2020/06/17/style/modern-love-podcast-ncuti-gatwa.html,300822 Byte,74,text/html
https://www.nytimes.com/2020/08/25/us/politics/daniel-cameron-rnc-speech.html,572429 Byte,46,text/html
https://www.nytimes.com/2020/08/07/nyregion/nypd-derrick-ingram-protester.html,311909 Byte,48,text/html
https://www.nytimes.com/2020/09/15/us/breonna-taylor-settlement-louisville.html,351471 Byte,49,text/html
https://www.nytimes.com/2020/08/14/world/europe/pope-francis-abuse-gdansk.html,277742 Byte,43,text/html
https://www.nytimes.com/2020/07/02/us/politics/pence-covid.html,283117 Byte,55,text/html
https://www.nytimes.com/live/2020/09/11/us/trump-vs-biden/trumps-lawyers-argue-his-appeal-in-case-over-tax-returns,1048576 Byte,117,text/html
https://www.nytimes.com/2020/08/18/arts/music/popcast-coronavirus-deaths.html,298609 Byte,73,text/html
https://www.nytimes.com/2019/12/20/us/kentucky-governor-matt-bevin-pardons.html,361998 Byte,45,text/html
https://www.nytimes.com/2020/07/19/nyregion/st-patricks-cathedral-pandemic-budget.html,341728 Byte,49,text/html
https://www.nytimes.com/2020/09/22/world/europe/pope-francis-euthanasia-assisted-suicide.html,257107 Byte,43,text/html
https://www.nytimes.com/2020/09/17/nyregion/lev-parnas-charged.html,285832 Byte,43,text/html
https://www.nytimes.com/column/the-daily,241665 Byte,52,text/html
https://www.nytimes.com/news-event/george-floyd-protests-minneapolis-new-york-los-angeles?name=styln-george-floyd&region=TOP_BANNER&block=storyline_menu_recirc&action=click&pgtype=Article&impression_id=66f0ca20-0067-11eb-945d-83e713ca5dd5&variant=undefined,899986 Byte,118,text/html
https://www.nytimes.com/2020/06/26/us/politics/trump-coronavirus.html,481247 Byte,74,text/html
https://www.nytimes.com/2020/07/01/obituaries/karl-heinrich-ulrichs-overlooked.html,308295 Byte,44,text/html
https://www.nytimes.com/by/campbell-robertson,388347 Byte,51,text/html
https://www.nytimes.com/2020/08/05/world/europe/italy-graduate-96.html,305607 Byte,54,text/html
https://www.nytimes.com/2020/09/24/us/politics/durham-clinton-foundation-investigation.html,468234 Byte,72,text/html
https://www.nytimes.com/2020/07/09/podcasts/still-processing-black-lives-matter.html,751347 Byte,79,text/html
https://www.nytimes.com/2020/07/21/world/europe/andrea-varriale-mario-cerciello-rega.html,278482 Byte,41,text/html
https://www.nytimes.com/live/2020/george-floyd-protests-photos-videos-06-04/police-are-trailing-a-peaceful-post-curfew-crowd-in-manhattan,879623 Byte,66,text/html
https://www.nytimes.com/2020/07/02/us/coronavirus-fourth-of-july.html,365030 Byte,59,text/html
https://www.nytimes.com/2020/07/07/us/politics/coronavirus-trump-who.html,314123 Byte,56,text/html
https://www.nytimes.com/2020/07/31/books/raven-leilani-luster.html,343491 Byte,56,text/html
https://www.nytimes.com/news-event/george-floyd-protests-minneapolis-new-york-los-angeles?name=styln-george-floyd&region=TOP_BANNER&block=storyline_menu_recirc&action=click&pgtype=Article&impression_id=0ce492f0-0067-11eb-bf94-f9ecbe05986e&variant=undefined,899986 Byte,118,text/html
https://www.nytimes.com/2020/07/05/world/europe/coronavirus-italy-outdoor-movies-festivals.html,366471 Byte,61,text/html
https://www.nytimes.com/2020/08/30/world/asia/taliban-afghanistan-peace-us-attacks.html,305638 Byte,43,text/html
https://www.nytimes.com/2020/07/02/us/politics/trump-2020-campaign-problems.html,556395 Byte,65,text/html
https://www.nytimes.com/2019/06/20/books/review/by-the-book-denise-mina.html,347671 Byte,37,text/html
https://www.nytimes.com/interactive/2019/11/05/us/elections/results-kentucky-general-elections.html,835016 Byte,43,text/html
https://www.nytimes.com/2018/11/30/books/review/louise-penny-kingdom-of-the-blind.html,244040 Byte,37,text/html
https://www.nytimes.com/2020/09/10/world/asia/afghanistan-peace-talks-taliban.html,356484 Byte,50,text/html
https://www.nytimes.com/2020/09/11/world/covid-19-coronavirus.html,1048576 Byte,123,text/html
https://www.nytimes.com/2020/09/14/arts/television/dont-forget-the-driver-review.html,211877 Byte,39,text/html
https://www.nytimes.com/2020/09/11/sports/baseball/orioles-yankees-playoffs.html,297821 Byte,40,text/html
https://www.nytimes.com/2020/07/30/podcasts/nice-white-parents-serial.html,1048576 Byte,52,text/html
https://www.nytimes.com/2020/09/02/world/asia/afghanistan-id-mothers-names.html,241862 Byte,42,text/html
https://www.nytimes.com/column/science-books,233538 Byte,52,text/html
https://www.nytimes.com/2020/09/15/sports/baseball/steve-cohen-mets-sale.html,312967 Byte,43,text/html
https://www.nytimes.com/2020/09/20/arts/television/review-emmy-awards.html,284025 Byte,43,text/html
https://www.nytimes.com/2020/09/03/world/asia/afghanistan-taliban-prisoners.html,235488 Byte,42,text/html
https://www.nytimes.com/2020/08/27/opinion/sunday/trump-biden-2020-supreme-court.html,304574 Byte,47,text/html
https://www.nytimes.com/2020/07/30/podcasts/nice-white-parents-serial-2.html,965558 Byte,52,text/html
https://www.nytimes.com/2009/02/16/books/16knopf.html,186853 Byte,35,text/html
https://www.nytimes.com/2020/09/08/sports/baseball/new-york-yankees-standings.html,306829 Byte,43,text/html
https://www.nytimes.com/2020/09/09/world/asia/afghanistan-vice-president-attack.html,307832 Byte,46,text/html
https://www.nytimes.com/2018/12/23/books/paper-printers-holiday-sales-books-publishers.html,309943 Byte,42,text/html
https://www.nytimes.com/2020/09/18/technology/turing-scientists-endorse-biden.html,466137 Byte,67,text/html
https://www.nytimes.com/2020/06/24/style/modern-love-podcast-zawe-ashton.html,315100 Byte,82,text/html
https://www.nytimes.com/2020/09/18/sports/baseball/shane-bieber-indians-cy-young.html,285821 Byte,38,text/html
https://www.nytimes.com/2020/09/10/opinion/guantanamo-due-process.html,334127 Byte,53,text/html
https://www.nytimes.com/2020/07/30/books/new-august-books.html,504176 Byte,86,text/html
https://www.nytimes.com/live/2020/09/23/us/ruth-bader-ginsburg-lie-in-repose-live-updates/remembering-a-supreme-court-liberal-icon,1048576 Byte,65,text/html
https://www.nytimes.com/2020/09/10/sports/baseball/mlb-postseason-neutral-sites.html,257472 Byte,50,text/html
https://www.nytimes.com/2020/04/05/world/asia/china-human-rights-lawyer.html,233251 Byte,44,text/html
https://www.nytimes.com/2020/07/29/magazine/vesper-flights.html,288250 Byte,36,text/html
https://www.nytimes.com/column/meditation-for-real-life,247168 Byte,53,text/html
https://www.nytimes.com/2020/08/13/opinion/arkansas-abortion-laws.html,331434 Byte,54,text/html
https://www.nytimes.com/2001/02/20/business/knopf-pays-a-4-million-advance-to-a-first-time-novelist.html,181323 Byte,37,text/html
https://www.nytimes.com/2019/01/28/world/asia/china-wang-quanzhang-human-rights.html,247539 Byte,45,text/html
https://www.nytimes.com/2020/08/20/podcasts/nice-white-parents-school.html,979283 Byte,51,text/html
https://www.nytimes.com/2018/08/02/books/review/sophie-hannah-by-the-book.html,342552 Byte,42,text/html
https://www.nytimes.com/2020/09/10/books/review/brian-stelter-hoax.html,260206 Byte,46,text/html
https://www.nytimes.com/2018/08/15/world/asia/afghanistan-base-attack-taliban.html,231617 Byte,39,text/html
https://www.nytimes.com/2020/07/16/opinion/supreme-court-roberts-religion.html,366650 Byte,55,text/html
https://www.nytimes.com/1986/11/10/books/books-of-the-times-589186.html,182374 Byte,38,text/html
https://www.nytimes.com/news-event/coronavirus?name=styln-coronavirus-national&region=TOP_BANNER&block=storyline_menu_recirc&action=click&pgtype=Article&impression_id=36ca9650-0067-11eb-a9cc-816e685277e2&variant=undefined,830547 Byte,155,text/html
https://www.nytimes.com/2020/07/30/opinion/supreme-court-religion-coronavirus.html,336415 Byte,55,text/html
https://www.nytimes.com/2016/07/25/world/asia/hazara-afghanistan-victims.html,278713 Byte,40,text/html
https://www.nytimes.com/2014/11/28/arts/international/p-d-james-mystery-novelist-known-as-queen-of-crime-dies-at-94.html,276632 Byte,39,text/html
https://www.nytimes.com/2015/06/09/nyregion/kalief-browder-held-at-rikers-island-for-3-years-without-trial-commits-suicide.html,226317 Byte,41,text/html
https://www.nytimes.com/2020/07/02/opinion/supreme-court-abortion-roberts.html,330207 Byte,49,text/html
https://www.nytimes.com/2020/07/23/podcasts/hamilton-ziwe-discomfort.html,818508 Byte,73,text/html
https://www.nytimes.com/2020/08/25/world/asia/china-xinjiang-covid.html,384849 Byte,56,text/html
https://www.nytimes.com/2016/04/01/world/europe/imre-kertesz-dies.html,252258 Byte,37,text/html
https://www.nytimes.com/2020/08/31/movies/ron-jeremy-sexual-assault-charges.html,202336 Byte,39,text/html
https://www.nytimes.com/2018/11/15/books/review/john-sandford-by-the-book.html,322549 Byte,43,text/html
https://www.nytimes.com/2020/09/20/podcasts/the-daily/russia-trolls-misinformation.html,329128 Byte,70,text/html
https://www.nytimes.com/2019/03/29/nyregion/kalief-browder-cash-bail-reform.html,309376 Byte,53,text/html
https://www.nytimes.com/by/neal-e-boudette,319286 Byte,49,text/html
https://www.nytimes.com/2014/09/14/books/review/sara-paretsky-by-the-book.html,299793 Byte,37,text/html
https://www.nytimes.com/2020/08/26/arts/design/natural-history-museum-coronavirus-app.html,314326 Byte,49,text/html
https://www.nytimes.com/2019/08/06/books/toni-morrison-dead.html,907784 Byte,61,text/html
https://www.nytimes.com/2020/06/16/world/europe/hungary-coronavirus-orban.html,339190 Byte,55,text/html
https://www.nytimes.com/2020/08/27/theater/jujamcyn-theaters-insurance-lawsuit.html,258677 Byte,48,text/html
https://www.nytimes.com/1995/05/26/books/books-of-the-times-they-re-liars-and-that-s-just-the-least-of-their-problems.html,200619 Byte,38,text/html
https://www.nytimes.com/2020/07/22/business/tesla-electric-car-audi-polestar.html,341962 Byte,50,text/html
https://www.nytimes.com/2020/09/09/arts/music/popcast-lady-gaga-katy-perry-chromatica-smile.html,271499 Byte,69,text/html
https://www.nytimes.com/1992/12/20/books/crime-070792.html,193709 Byte,37,text/html
https://www.nytimes.com/2015/11/27/automobiles/50-years-ago-unsafe-at-any-speed-shook-the-auto-world.html,316242 Byte,43,text/html
https://www.nytimes.com/2020/08/25/arts/design/whitney-museum-exhibition-canceled.html,248963 Byte,47,text/html
https://www.nytimes.com/topic/person/john-le-carre,314481 Byte,51,text/html
https://www.nytimes.com/2020/08/18/arts/cuba-gooding-jr-lawsuit.html,215032 Byte,41,text/html
https://www.nytimes.com/2012/04/29/books/review/are-you-my-mother-by-alison-bechdel.html,203012 Byte,35,text/html
https://www.nytimes.com/news-event/george-floyd-protests-minneapolis-new-york-los-angeles?name=styln-george-floyd&region=TOP_BANNER&block=storyline_menu_recirc&action=click&pgtype=LegacyCollection&impression_id=807513c0-0067-11eb-ba8f-09ceec0ae61b&variant=undefined,899986 Byte,118,text/html
https://www.nytimes.com/2020/03/18/business/economy/gm-ford-fiatchrysler-factories-virus.html,308379 Byte,48,text/html
https://www.nytimes.com/2012/03/09/books/jeanette-wintersons-why-be-happy-when-you-could-be-normal.html,224221 Byte,38,text/html
https://www.nytimes.com/2020/09/09/movies/kevin-spacey-anthony-rapp-lawsuit.html,219298 Byte,41,text/html
https://www.nytimes.com/2010/05/23/magazine/23Larsson-t.html,432331 Byte,36,text/html
https://www.nytimes.com/interactive/2014/09/04/arts/fall-arts-preview-times-100-calendar.html,145544 Byte,127,text/html
https://www.nytimes.com/2020/09/22/us/politics/olivia-troye-trump-biden.html,382535 Byte,60,text/html
https://www.nytimes.com/2020/09/23/us/wanton-endangerment.html,216484 Byte,44,text/html
https://www.nytimes.com/2020/04/07/business/coronavirus-processed-foods.html,324334 Byte,46,text/html
https://www.nytimes.com/2020/09/07/us/jacob-blake-video-statement.html,281804 Byte,56,text/html
https://www.nytimes.com/2020/09/14/us/elections/as-trump-visits-a-scorched-california-hell-confront-a-scientific-reality-he-denies.html,201909 Byte,44,text/html
https://www.nytimes.com/live/2020/09/22/us/trump-vs-biden/biden-and-trump-are-tied-in-iowa-as-a-gender-gap-widens-a-top-state-poll-shows,1048576 Byte,146,text/html
https://www.nytimes.com/2001/01/15/business/literary-family-feud-inside-bertelsmann-two-editors-fight-for-position-prestige.html,287126 Byte,37,text/html
https://www.nytimes.com/2018/02/15/automobiles/wheels/luxury-trucks-suv.html,342589 Byte,40,text/html
https://www.nytimes.com/2017/08/12/world/europe/submarine-peter-madsen-swedish-journalist.html,259319 Byte,43,text/html
https://www.nytimes.com/2019/07/02/us/politics/trump-taxes-lawsuit.html,293701 Byte,52,text/html
https://www.nytimes.com/2020/09/13/us/politics/california-fires-trump-climate-change.html,411381 Byte,67,text/html
https://www.nytimes.com/2020/05/14/podcasts/still-processing-westworld-hollywood-utopia-dystopia.html,888516 Byte,79,text/html
https://www.nytimes.com/1990/11/13/arts/new-publishing-star-sonny-mehta-talks-profits-as-well-as-art.html,241006 Byte,38,text/html
https://www.nytimes.com/2020/07/19/us/coronavirus-public-transit.html,362254 Byte,56,text/html
https://www.nytimes.com/2019/07/26/us/politics/donald-trump-impeachment.html,337752 Byte,49,text/html
https://www.nytimes.com/2020/06/03/style/modern-love-podcast-hasan-minhaj.html,298514 Byte,74,text/html
https://www.nytimes.com/2020/05/07/technology/the-results-are-in-for-the-sharing-economy-they-are-ugly.html,336093 Byte,52,text/html
https://www.nytimes.com/topic/person/anne-rice,175462 Byte,47,text/html
https://www.nytimes.com/live/2020/09/21/us/trump-vs-biden/ruth-bader-ginsburg-dying-wish,1048576 Byte,144,text/html
https://www.nytimes.com/2019/08/07/us/politics/don-mcgahn-subpoena.html,288867 Byte,47,text/html
https://www.nytimes.com/column/still-processing-podcast,284629 Byte,53,text/html
https://www.nytimes.com/live/2020/09/14/us/trump-vs-biden/at-a-briefing-in-california-trump-and-gov-gavin-newsom-disagree-as-politely-as-possible-on-climate-change,1048576 Byte,133,text/html
https://www.nytimes.com/1988/03/26/arts/after-a-year-knopf-shows-the-impact-of-its-new-publisher.html,196930 Byte,37,text/html
https://www.nytimes.com/2020/09/24/us/politics/a-former-top-military-commander-under-trump-is-among-489-security-leaders-who-say-he-is-unfit-for-office.html,193618 Byte,39,text/html
https://www.nytimes.com/by/sarah-lyall,424812 Byte,52,text/html
https://www.nytimes.com/2020/09/15/podcasts/the-daily/oregon-wildfires.html,851454 Byte,77,text/html
https://www.nytimes.com/2020/09/17/us/elections/republicans-former-trump-officials-biden.html,210353 Byte,42,text/html
https://www.nytimes.com/2019/04/24/us/politics/donald-trump-subpoenas.html,417141 Byte,56,text/html
https://www.nytimes.com/2020/09/22/us/politics/trump-will-go-to-pittsburgh-and-pence-to-new-hampshire-as-harris-visits-flint-and-detroit.html,172233 Byte,36,text/html
https://www.nytimes.com/es/spotlight/coronavirus?name=styln-coronavirus-es&region=TOP_BANNER&block=storyline_menu_recirc&action=click&pgtype=Article&impression_id=36fcf0f0-0067-11eb-bd2c-65e17ace4864&variant=undefined,446675 Byte,63,text/html
https://www.nytimes.com/2003/05/11/books/god-looked-like-marx.html,194175 Byte,34,text/html
https://www.nytimes.com/2020/04/22/podcasts/rabbit-hole-prologue.html,248087 Byte,54,text/html
https://www.nytimes.com/2014/11/22/us/politics/obamacare-lawsuit-filed-by-republicans.html,214943 Byte,44,text/html
https://www.nytimes.com/2020/09/25/podcasts/daily-newsletter-wildfires-poetry-breonna-taylor.html,387365 Byte,62,text/html
https://www.nytimes.com/topic/person/toni-morrison,409606 Byte,53,text/html
https://www.nytimes.com/live/2020/09/14/us/trump-vs-biden/trump-declares-his-devotion-to-hispanic-americans-at-an-event-in-arizona,1048576 Byte,133,text/html
https://www.nytimes.com/2020/07/31/us/politics/trump-mail-voting-fraud.html,491843 Byte,79,text/html
https://www.nytimes.com/2019/04/29/us/politics/trump-lawsuit-deutsche-bank.html,235768 Byte,42,text/html
https://www.nytimes.com/2015/08/17/books/review/ta-nehisi-coates-between-the-world-and-me.html,247381 Byte,42,text/html
https://www.nytimes.com/2020/09/01/arts/music/popcast-riley-gale-power-trip.html,267662 Byte,65,text/html
https://www.nytimes.com/topic/person/alice-munro,256243 Byte,49,text/html
https://www.nytimes.com/2020/09/19/us/politics/fundraising-rbg.html,295279 Byte,54,text/html
https://www.nytimes.com/2019/07/23/us/politics/trump-tax-returns-new-york.html,241314 Byte,43,text/html
https://www.nytimes.com/2005/11/17/books/2-editors-successful-at-penguin-to-start-a-book-division-at-doubleday.html,175177 Byte,35,text/html
https://www.nytimes.com/topic/person/nadine-gordimer,194070 Byte,44,text/html
https://www.nytimes.com/2019/04/22/us/politics/trump-sues-congress.html,242487 Byte,41,text/html
https://www.nytimes.com/live/2020/09/21/us/trump-vs-biden/representative-dan-crenshaw-a-texas-republican-says-center-right-voters-in-the-suburbs-are-turned-off-by-trump,1048576 Byte,144,text/html
https://www.nytimes.com/2019/06/04/upshot/sweden-finds-a-simple-way-to-improve-new-mothers-health-it-involves-fathers.html,263788 Byte,50,text/html
https://www.nytimes.com/2016/11/28/books/review-born-a-crime-trevor-noahs-raw-account-of-life-under-apartheid.html,270765 Byte,39,text/html
https://www.nytimes.com/2020/09/23/podcasts/the-daily/supreme-court-trump-roe-v-wade.html,860680 Byte,71,text/html
https://www.nytimes.com/2009/01/28/books/28updike.html,366795 Byte,36,text/html
https://www.nytimes.com/live/2020/09/25/us/trump-vs-biden-election?action=click&pgtype=Article&state=default&region=BELOW_MAIN_CONTENT&context=storylines_guide,1048576 Byte,128,text/html
https://www.nytimes.com/2011/03/05/us/politics/05marriage.html,208509 Byte,37,text/html
https://www.nytimes.com/2019/12/10/world/europe/finland-sanna-marin.html,302521 Byte,45,text/html
https://www.nytimes.com/2020/09/18/podcasts/the-daily/western-wildfires.html,501203 Byte,75,text/html
https://www.nytimes.com/2015/04/14/world/europe/gunter-grass-german-novelist-dies-at-87.html,417785 Byte,54,text/html
https://www.nytimes.com/2018/11/30/books/review/beastie-boys-book-michael-diamond-adam-horovitz.html,232196 Byte,43,text/html
https://www.nytimes.com/2019/03/09/opinion/sunday/alex-trebek-jeopardy-ken-jennings.html,256968 Byte,43,text/html
https://www.nytimes.com/2020/07/08/world/europe/macron-cabinet-feminists-Darmanin.html,321884 Byte,40,text/html
https://www.nytimes.com/live/2020/09/22/us/trump-vs-biden/a-georgia-poll-shows-trump-and-biden-running-neck-and-neck-both-senate-races-are-tight,1048576 Byte,146,text/html
https://www.nytimes.com/2014/04/18/books/gabriel-garcia-marquez-literary-pioneer-dies-at-87.html,672743 Byte,48,text/html
https://www.nytimes.com/2016/02/07/magazine/how-chris-jackson-is-building-a-black-literary-movement.html,413777 Byte,36,text/html
https://www.nytimes.com/2020/07/17/books/alex-trebek-jeopardy-the-answer-is.html,370332 Byte,48,text/html
https://www.nytimes.com/2017/11/25/world/europe/france-emmanuel-macron-sexual-assault.html,226896 Byte,44,text/html
https://www.nytimes.com/2019/01/22/books/review-where-reasons-end-yiyun-li.html,262975 Byte,40,text/html
https://www.nytimes.com/live/2020/09/25/us/trump-vs-biden-election?action=click&pgtype=Article&state=default&region=TOP_BANNER&context=storylines_menu_recirc,1048576 Byte,128,text/html
https://www.nytimes.com/2008/11/06/books/06crichton.html,249261 Byte,35,text/html
https://www.nytimes.com/2014/10/19/books/review/just-mercy-by-bryan-stevenson.html,217707 Byte,42,text/html
https://www.nytimes.com/2017/08/22/world/europe/peter-madsen-kim-wall-submarine-inventor-under-scrutiny-in-death-of-swedish-journalist-.html,273075 Byte,49,text/html
https://www.nytimes.com/2020/08/13/podcasts/nice-white-parents-school.html,950989 Byte,51,text/html
https://www.nytimes.com/spotlight/schools-reopening?name=styln-coronavirus-schools-reopening&region=TOP_BANNER&block=storyline_menu_recirc&action=click&pgtype=Interactive&impression_id=b7e67f60-0067-11eb-a36e-c5a830556670&variant=undefined,776033 Byte,99,text/html
https://www.nytimes.com/2019/12/31/books/sonny-mehta-salman-rushdie-bret-easton-ellis.html,290626 Byte,43,text/html
https://www.nytimes.com/2015/01/13/arts/international/charlie-hebdo-staff-prepares-next-issue.html,307556 Byte,45,text/html
https://www.nytimes.com/2020/09/21/podcasts/the-daily/ruth-bader-ginsburg-supreme-court.html,1048576 Byte,77,text/html
https://www.nytimes.com/2020/09/02/us/politics/trump-people-vote-twice.html,381256 Byte,69,text/html
https://www.nytimes.com/2017/02/15/books/review/dear-friend-from-my-life-i-write-to-you-in-your-life-yiyun-li.html,201918 Byte,42,text/html
https://www.nytimes.com/2020/04/16/podcasts/rabbit-hole-internet-youtube-virus.html,858152 Byte,58,text/html
https://www.nytimes.com/by/norimitsu-onishi,291534 Byte,51,text/html
https://www.nytimes.com/by/robert-d-mcfadden,243191 Byte,50,text/html
https://www.nytimes.com/2020/09/17/podcasts/the-daily/moria-fire-asylum-seekers.html,749063 Byte,72,text/html
https://www.nytimes.com/by/jason-horowitz,361054 Byte,54,text/html
https://www.nytimes.com/2018/01/16/world/europe/peter-madsen-charged-kim-wall.html,256015 Byte,43,text/html
https://www.nytimes.com/column/rabbit-hole,171478 Byte,42,text/html
